01174, 0.044, None, 5
08120, 0.075, None, 1.8
19165, 1.129, None, None
20078, 0.275, None, None
12220, 0.783, None, None
11675, 0.08, None, 2.5
11463, 0.155, 0.5, None
01129, 0.6, 1, 1
04053, 0.411, None, None
12036, 0.59, None, None
"choline_bitartrate", 0.0534, 1, None
"cod_liver_oil", 0.038, 1,None
salt, 0.0001, None, None
16359, 0.125, None, None
12166, 0.8, None, None
09206, 0.14, 2.5, None
09040, 0.1, None, 2
09152, 0.67, None, None
12151, 3.7, None, None
12155, 1.5, None, None
